"Date,AZN,DGE,BAE,BARC,BP,HSBC,LLOYDS,RR,SHEL,ULVR"
"03/05/2021,53.7,3248.5,497.4,188.96,304.5,443.35,45.11,102.76,38.9,4077.5"
"04/05/2021,52.93,3271,497.9,188.72,302,454.3,45.46,102.02,38.65,4213"
"05/05/2021,53.65,3251,506.2,175.5,303,452.8,45.44,104.62,39.78,4231.5"
"06/05/2021,53.48,3249,500,170.9,310.15,441.2,45.04,101.22,40.13,4204"
"07/05/2021,53.81,3240,500,176.76,318.5,454.4,46.23,101.76,40.89,4221.5"
"10/05/2021,54.38,3261.5,504.4,177.1,314.5,455.15,46.21,103.4,40.03,4304.5"
"11/05/2021,54.1,3284,508,181.54,313.55,451.2,46.56,106.74,39.24,4273"
"12/05/2021,54.5,3265,513.2,185.46,315.7,454.4,47.85,109.68,39.6,4278.5"
"13/05/2021,55.05,3190,503.6,180,304.6,440,46.67,104.34,39.07,4220.5"
"14/05/2021,55.21,3298.5,510,181.46,315.3,443.9,47.29,104.86,40.4,4244.5"
"17/05/2021,55.88,3303.5,507.6,178.2,308.4,443.75,47.01,104.3,40.99,4276.5"
"18/05/2021,55.99,3353.5,525.4,180.7,313.65,448.8,48.25,107.64,40.27,4294"
"19/05/2021,56.34,3361,522.8,179.22,315.4,443.4,48.07,102.98,39.28,4310.5"
"20/05/2021,57.44,3349,520.4,180.26,316.8,446.7,48.6,102.94,39.73,4279"
"21/05/2021,57.4,3347,519.8,178.08,308.35,443.3,47.96,103.36,39.85,4281.5"
"24/05/2021,57.47,3402.5,516.2,178.88,310.3,445.95,48.22,103.26,40.31,4296.5"
"25/05/2021,56.91,3377.5,519.8,179.02,312.2,444.45,48.47,105.2,38.98,4277.5"
"26/05/2021,56.54,3390,521.6,179.68,316.4,446.55,48.72,105.72,39.13,4270.5"
"27/05/2021,56.89,3397.5,520,179.64,310.05,449.95,49.07,105.42,38.81,4306.5"
"28/05/2021,56.77,3409.5,523.8,179.26,310.7,446.85,48.42,103.04,38.61,4303.5"
"01/06/2021,56.25,3386,528,183.7,306.55,450.2,49.9,107.06,39.59,4190"
"02/06/2021,56.1,3404,526.6,183.1,306.15,455.3,49.89,107.02,40.28,4226.5"
"03/06/2021,56.25,3407,528.4,185.58,314.75,446.3,49.78,108.94,40.2,4240"
"04/06/2021,56.8,3419.5,531,186.44,321.75,451.7,50,112.3,40.15,4250"
"07/06/2021,56.4,3400.5,532,186.34,324.1,449.3,49.55,109.68,39.68,4268"
"08/06/2021,56.31,3396,532.6,183.96,319.45,443.95,48.94,107.32,39.74,4273"
"09/06/2021,57.6,3415.5,535.4,186.98,319.2,445.5,49.63,110.12,39.82,4266"
"10/06/2021,58.84,3415.5,535.4,185.16,323.2,444.3,48.9,111.4,40.11,4277"
"11/06/2021,58.77,3460,534.2,180.5,324.75,438.1,48.24,112.56,40.42,4276"
"14/06/2021,58.76,3457,535,179.06,323.35,436.15,48.28,111.04,41.25,4280.5"
"15/06/2021,58.84,3434,535.8,180.4,324.3,436.95,48.4,111.94,42.36,4273.5"
"16/06/2021,58.41,3434.5,533.8,179.4,330.4,439.45,47.84,107.36,41.67,4295"
"17/06/2021,58.35,3478.5,537.4,179.22,332.7,436.15,47.92,108,41.25,4337.5"
"18/06/2021,58.37,3486.5,542.4,177.12,328.95,438.05,47.7,110,39.08,4347"
"21/06/2021,58.31,3488.5,544,178.82,324.05,439.4,47.95,111.92,40.48,4352"
"22/06/2021,57.89,3459.5,536,171.86,315.4,429.4,46.43,107.52,41.01,4307"
"23/06/2021,57.98,3487,539,172.94,316.85,426.55,46.99,109.26,41.28,4304.5"
"24/06/2021,58.42,3503,538.2,172.54,322.7,423.75,46.76,108.2,41.81,4314.5"
"25/06/2021,59.35,3488.5,532.8,172.8,324.2,420.9,47,109.44,41.89,4261.5"
"28/06/2021,60.07,3488.5,533.6,174.4,324.3,424.6,47.2,107.78,40.35,4248.5"
"29/06/2021,60.18,3484,535,174.84,325.5,427.55,47.22,106.5,40.09,4259"
"30/06/2021,59.9,3485.5,525.6,171.52,315.15,420.4,46.51,100.5,40.4,4284"
"01/07/2021,60.31,3483.5,523.4,173.2,316,421.3,46.79,98.58,41.44,4274.5"
"02/07/2021,60.79,3461,522,171.12,315,417.3,46.69,98.92,41.33,4230.5"
"06/07/2021,59.9,3495,526.2,175.3,324.5,423.35,47.62,100.86,40.75,4261"
"07/07/2021,59.76,3480,525.4,172.36,321.4,416.65,46.83,102.58,40.35,4270"
"08/07/2021,59.26,3479.5,527.4,177.7,324.25,423.1,47.71,104.98,40.39,4264.5"
"09/07/2021,59.63,3474.5,526,171.52,310.8,416.5,46.44,103.66,40.95,4292"
"12/07/2021,60.5,3488,529,172.5,307.7,417.95,46.79,100.88,40.56,4360"
"13/07/2021,60.61,3433.5,533,167.64,307.7,410.6,45.62,100.72,40.34,4297"
"14/07/2021,59.8,3434,538,173.36,310.9,414.1,46.71,101,39.97,4295"
"15/07/2021,56.96,3450.5,536.2,172.72,309.15,412.85,47.17,95.74,39.04,4307.5"
"16/07/2021,56.79,3502,538.6,170,305.9,412.2,46.75,93.61,38.38,4340.5"
"19/07/2021,56.48,3487,538,170.7,304.75,411.05,46.94,92.76,37.08,4305"
"20/07/2021,57.54,3477.5,533.2,169.12,296.05,408.75,46.56,91.14,37.15,4286.5"
"21/07/2021,57.77,3500.5,539.8,165.42,292.25,403.25,45.72,93.06,38.48,4358"
"22/07/2021,57.96,3433.5,527.2,159.32,278.45,391.8,43.5,87,38.09,4346"
"23/07/2021,58.23,3443.5,534.2,161.66,280.15,395.8,44.08,90.02,37.87,4321.5"
"26/07/2021,56.79,3466.5,541,167.2,289.45,401.85,45.64,97,39.25,4303"
"27/07/2021,57.46,3472.5,543.8,165.32,284,400.7,45.23,95.28,39.28,4050.5"
"28/07/2021,56.81,3505.5,552,167.12,284.1,401.6,45.88,95.63,39.51,4144"
"29/07/2021,57.64,3461.5,550.8,169.44,292.25,402.9,46.56,97.02,40.95,4031"
"30/07/2021,57.24,3480,553.4,169.38,291.4,403.3,46.52,98.27,40.62,4051.5"
"02/08/2021,57.38,3513,560.6,172.76,291.8,396.6,46.78,101.7,40.57,4049.5"
"03/08/2021,57.66,3540,572.8,176.22,295.65,401,46.2,102.18,41.62,4107"
"04/08/2021,57.31,3570.5,576,174.5,289.2,397.45,45.63,99.71,40.67,4151"
"05/08/2021,58.41,3600.5,582.6,175.9,289.75,396.15,46.24,103.48,41.2,4133"
"06/08/2021,56.44,3589,574.8,176.36,306.1,398.05,46.85,103.14,41.35,4155.5"
"09/08/2021,56.36,3613.5,576,178.84,303,400.4,47.31,104.54,41.04,4124.5"
"10/08/2021,56.41,3604.5,576.4,179.72,305.75,402.9,45.9,110.68,41.5,4100"
"11/08/2021,56.61,3588,574.8,182.66,307.45,409.85,46.58,112.42,41.86,4092"
"12/08/2021,57.46,3591.5,569.4,184.38,305.45,410.75,46.64,109.08,41.1,4124.5"
"13/08/2021,58.48,3593,571,185.38,308.9,409.95,46.64,110.02,40.45,4107"
"16/08/2021,58.75,3593.5,578.4,186.5,311.7,412.7,46.49,111.6,39.71,4136.5"
"17/08/2021,59.35,3612,579,184.26,306.95,409.95,46.56,109.56,39.79,4130"
"18/08/2021,59.44,3635.5,580.2,185.1,305.35,411.5,46.23,111.18,39.23,4159"
"19/08/2021,59.19,3620,580,182.92,298,405.2,45.63,109.7,38.34,4130"
"20/08/2021,59.39,3626.5,578.4,182.22,302.45,405.85,44.99,111.46,38.18,4163.5"
"23/08/2021,58.8,3624.5,575.2,182.4,302.65,405.45,44.67,113,39.49,4101.5"
"24/08/2021,58.52,3567,570,178.9,287.75,394.1,43.83,111.22,39.73,4108"
"25/08/2021,58.58,3523,573.8,179.32,287.85,396.15,43.99,110.16,39.7,4135.5"
"26/08/2021,58.76,3531.5,572,180.6,295,395.25,43.96,113.74,39.42,4115.5"
"27/08/2021,58.63,3527,571.6,181.82,298.85,390.4,43.76,118.28,40.3,4082.5"
"30/08/2021,58.61,3519.5,568,185.14,298.35,398.8,44.51,116.48,39.94,4040"
"31/08/2021,58.28,3481.5,569,184.54,296.55,395.45,44.22,116.06,39.76,4062.5"
"01/09/2021,58.72,3487.5,571,185.8,302.5,394.95,44.09,116.74,39.6,4045"
"02/09/2021,59.59,3494,568.4,184.9,296.95,386.2,43.78,114.86,40.31,4046"
"03/09/2021,58.83,3553,566.2,183.98,294.25,386.75,44.02,114.94,40.15,4044"
"07/09/2021,58.39,3556,568.2,185.48,299.9,387.25,43.63,114.24,40.09,3961"
"08/09/2021,57.07,3530.5,564.2,184.7,296.6,384.45,43.41,111.7,39.53,3978"
"09/09/2021,56.29,3561.5,564.4,185.6,298.45,387.25,43.78,112.04,39.35,4002"
"10/09/2021,56.26,3516,556.8,185.38,298.4,382.5,43.25,110.88,39.47,3989"
"13/09/2021,55.96,3512.5,555,182.42,298.25,380.55,42.4,111.26,40.32,4022.5"
"14/09/2021,55.96,3487,556,181.74,294.7,376.45,42.51,111.02,40.11,3965.5"
"15/09/2021,56.45,3511.5,554.4,180.26,295.65,375.4,42.56,109.18,41.49,3959"
"16/09/2021,56.6,3531.5,555,184.14,302.3,380.35,43.63,111.89,40.86,3998.76"
"17/09/2021,55.56,3509,551.6,180.94,300,372.9,43.56,109.16,40.36,4007.5"
"20/09/2021,58.5,3458.5,549,179.86,309.25,372.45,44.14,105.5,39.49,3969"
"21/09/2021,59.13,3467,554.2,182.7,305.95,368.9,44.77,109.06,40.97,3946"
"22/09/2021,58.74,3458,560.2,182.72,304.65,376.05,45.04,111,41.24,3918"
"23/09/2021,59.48,3437,558,174.92,303.7,361.7,43.15,115.7,42.29,3988"
"24/09/2021,60.35,3481,557.6,175.02,308.8,359.75,42.47,119.58,41.98,4013"
"27/09/2021,58.72,3511,563.2,181.22,316.75,375.4,43.98,122.18,44.17,4019.5"
"28/09/2021,57.63,3505.5,560.4,183.96,317.75,376.85,45.06,126.94,44.47,3991"
"29/09/2021,59.67,3484,561.8,183.74,320.2,375.45,45.43,132.5,44.57,3990"
"30/09/2021,60.06,3498,566.6,187.78,null,385.95,45.84,147.48,44.57,3965"
"01/10/2021,59.68,3525,566.6,186.32,336.6,385.35,45.5,142.66,45.39,4012.5"
"04/10/2021,60.54,3561.5,570.8,187.78,338.3,393.5,46.44,144.6,45.68,4063.5"
"05/10/2021,59.89,3606,565.2,189.6,340.3,390.05,46.57,140.14,46.53,4005"
"06/10/2021,59.86,3531,565,187.88,337.95,388.65,45.24,142.88,45.46,3973"
"07/10/2021,60.37,3519.5,564,187.28,344.45,384.2,44.8,142.14,46.03,3948.5"
"08/10/2021,60.61,3538,565,194.6,350.65,393,46.52,144.04,46.57,3918.5"
"11/10/2021,60.8,3511,562.8,191.9,341.55,406.3,46.05,140.5,47.12,3878"
"12/10/2021,60.27,3551.5,569.6,193.74,344.8,416.05,46.5,141.22,47.01,3874"
"13/10/2021,60.45,3543.5,575,195.16,353.55,419.55,46.86,143.7,47.47,3866.5"
"14/10/2021,59.67,3552.5,585.8,197.68,360.3,430.8,47.93,145.48,48.09,3865"
"15/10/2021,60.22,3563.5,591.4,197.46,358.2,429,48.53,143.9,48.71,3851.5"
"18/10/2021,59.29,3596,592.6,192.92,354.95,424.55,47.76,143.32,48.6,3865.5"
"19/10/2021,60.17,3639,597,194.4,357.7,426,48.44,143.44,49.29,3880"
"20/10/2021,60.63,3615.5,599.4,197.82,363.6,434.2,49.12,144.56,49.44,3853.5"
"21/10/2021,61.22,3607.5,593.8,199.46,361.45,432.8,49.28,142.64,48.85,3838.5"
"22/10/2021,61.79,3606.5,592.6,199.52,361.95,432.1,49.4,139.44,48.69,3787"
"25/10/2021,61.77,3643.5,596,198.44,363.1,433.3,49.05,138.28,49.06,3819"
"26/10/2021,62.26,3606.5,585.4,196.9,356.2,434.75,48.32,138,48.86,3863.5"
"27/10/2021,61.77,3639.5,589.6,198.86,355,434.8,48.72,135.1,49.97,3893"
"28/10/2021,62.19,3620.5,574,200.6,360.65,443.05,48.78,132.54,47.44,3879.5"
"29/10/2021,62.38,3629,562.8,202.8,359.2,447.15,49,134.96,45.92,3918"
"01/11/2021,62.46,3613.5,558.2,199.46,357.6,444.7,48.96,133.92,46.16,3893"
"02/11/2021,63.56,3634,555.4,199.28,352.05,440.4,49.58,132.02,45.4,3900"
"03/11/2021,63.83,3632,551.8,202.25,350.2,441.5,50.22,131.84,44.79,3912"
"04/11/2021,63.83,3656.5,553.6,200.85,357,446.5,51.11,133.42,44.87,3929.5"
"05/11/2021,63.09,3713.5,554,198.46,344.95,444.55,51.03,132.9,45.76,3959"
"08/11/2021,62.99,3715,560.6,199.52,334.85,444.5,50.5,132.6,45.79,3944.5"
"09/11/2021,62.7,3770.5,567,191.5,339.5,433.5,48.25,135.08,46.04,3900"
"10/11/2021,63.14,3778.5,574,192.38,345.4,437.25,49.11,142.94,44.45,3900"
"11/11/2021,62.92,3746,571.6,192.44,345.25,434.15,49.16,141.76,44.25,3880"
"12/11/2021,58.8,3741,567.8,190,344.45,429.7,48.38,146.86,44.17,3907.5"
"15/11/2021,59.78,3766,570,192.76,347.8,431.3,49.28,147.2,45.28,3918"
"16/11/2021,57.63,3801.5,571,196.6,345.15,433.55,49.88,145.4,45.59,3919"
"17/11/2021,57.73,3826,570.8,195.3,340.9,434.2,49.23,143.28,45.34,3915.5"
"18/11/2021,56.71,3817,570.8,196,341.55,436.7,49.63,144,45.07,3907.5"
"19/11/2021,56.66,3862.5,563.6,195.78,344.55,440,49.97,143.92,43.21,3874.5"
"22/11/2021,56.55,3881.5,565.2,195.7,342,439.6,49.99,140.44,43.13,3855.5"
"23/11/2021,56.73,3892.5,568.8,195.34,336.45,439,null,141.48,44.08,3823"
"24/11/2021,56.34,3878,565,190.96,326.55,431.7,49.06,136,44.24,3849"
"26/11/2021,56.58,3901.5,563.8,194.74,334.4,436.95,49.73,135.82,42.07,3858"
"29/11/2021,55.53,3867,568.6,193.78,339.4,442.95,49.83,135.86,42.45,3902.5"
"30/11/2021,54.83,3875,563.8,193.36,344.5,443.35,49.51,135.02,42.04,3908.5"
"01/12/2021,54.88,3912,561.2,195.5,344.75,443.8,49.69,137.54,41.59,3974"
"02/12/2021,54.79,3759.5,549.8,181.66,317.65,414.05,46,121.56,43.87,3951.5"
"03/12/2021,54.23,3823.5,549.8,183.28,327.7,416.45,46.8,122.5,43.58,3921"
"06/12/2021,55.41,3799.5,548.2,184.22,325.45,419.35,46.8,122.5,44.49,3859"
"07/12/2021,54.76,3846,553.6,189.68,null,429.2,47.69,126.14,44.44,3854.5"
"08/12/2021,55.13,3841.5,551.6,187.24,336.6,431.6,46.92,125.44,44.6,3872"
"09/12/2021,54.96,3846.5,550.8,186.66,340.85,429.7,46.48,124.9,44.03,3879"
"10/12/2021,54.02,3948,558.8,187.06,346.5,437.3,46.28,129.7,44.15,3927"
"13/12/2021,54.58,4016,558.2,186.72,350.9,443.5,47.49,131.8,42.83,3953"
"14/12/2021,54.5,3976.5,554.2,185.9,348.7,440.3,47.37,128.64,42.68,3953.5"
"15/12/2021,55.72,3949.5,550,182.84,343.55,440.45,46.7,124.3,42.83,3982"
"16/12/2021,57.09,3948,550,182.5,342.6,438.65,46.33,122.8,42.86,4015.5"
"17/12/2021,56.02,3940.5,544.8,178.14,335,431.3,44.35,116.94,42.11,4021.5"
"20/12/2021,56.56,3927.5,539.2,180.08,337.65,434.7,45.19,117.14,41.93,4021.5"
"21/12/2021,56.94,3929,531,176.48,330.9,432.3,44.36,113.02,43.05,3969.5"
"22/12/2021,58.08,3956.5,535.2,182.14,338.95,448.25,46.41,113.38,43.52,3982.5"
"23/12/2021,57.64,3977,532.6,180.84,333.75,445.45,46.16,114.3,43.84,3982"
"27/12/2021,58.06,3984,528.8,178.6,323.3,441.8,45.46,110.48,44.33,3981.5"
"28/12/2021,58.32,4013,539.2,184.26,331.75,445.2,46.36,114.56,44.02,3940.5"
"29/12/2021,58.65,4042,544.2,185.84,334.7,444.6,46.96,118.34,43.68,3926"
"30/12/2021,58.47,4037,543.8,187.4,337.95,447.9,47.63,120.84,43.4,3953"
"31/12/2021,58.25,4015,545.2,187.44,337.85,447.7,47.44,121.62,43.4,3952.5"
"03/01/2022,58.31,4094.5,548.8,188.5,336,449.4,48,121.88,44.64,3971"
"04/01/2022,57.27,4046.5,549.4,188.06,333,448.6,48.35,123.08,45.97,3966.5"
"05/01/2022,56.88,4036,549.8,187,330.5,448.65,47.8,122.88,45.99,3945.5"
"06/01/2022,56.67,4103.5,554.6,196.66,351,471.5,49.91,127.08,46.74,3996"
"07/01/2022,57.48,4063,547,197.92,354.8,468.3,50.68,128.54,47.27,3959"
"10/01/2022,57.88,3978.5,549.8,200.45,355.15,478.25,52,126.28,47.01,3917.5"
"11/01/2022,58.1,3874.5,558.6,205.25,362.55,482.3,52.84,127.14,48.49,3934.5"
"12/01/2022,58.4,3848.5,572,207.9,363.05,492,52.81,127.66,49.3,3966.5"
"13/01/2022,58.1,3805,571.2,207,null,495,52.89,127,49.24,3942"
"14/01/2022,58.85,3789.5,573.8,211.8,381.45,501.2,53.18,126.88,50.05,3902"
"18/01/2022,59.84,3762,578.2,217.1,383.9,513,53.97,127.7,50.95,3903"
"19/01/2022,59.48,3717.5,579.8,215.5,388.7,516.6,54.97,125.24,50.8,3936.5"
"20/01/2022,60.17,3733.5,590.4,214.8,393.75,519,55.13,125.9,49.49,3662"
"21/01/2022,59.1,3703,599,209.8,395.75,516,54.37,125.66,48.65,3516.5"
"24/01/2022,56.97,3709.5,598.4,206.95,394.1,512.5,53.88,123.14,48,3675.5"
"25/01/2022,57.85,3745,599,205.55,389.15,510.3,52.98,123.72,49.74,3655.5"
"26/01/2022,57.12,3757.5,597,199.24,382.25,505.4,51.75,119.72,50.91,3675"
"27/01/2022,59.52,3672,598,190.36,364.1,492.15,49.27,113,51.11,3943.5"
"28/01/2022,59.3,3673,603,196.7,379.65,509.4,50.91,115.84,51.04,3936"
"31/01/2022,58.21,3644.5,608,202.2,394.1,522.7,52.03,117.68,51.4,3831"
"01/02/2022,57.68,3735.5,604,203.55,392.5,538.3,52.25,115.5,52.68,3847.5"
"02/02/2022,59.01,3697.5,592.2,196.88,385.45,528.3,51.2,113.02,53.25,3786.5"
"03/02/2022,57.33,3723,577.2,197.22,382.8,527.6,51.05,114.5,53.91,3787.5"
"04/02/2022,55.72,3743.5,580.4,201.1,393.3,543.5,52.39,117.22,55.1,3749"
"07/02/2022,56.68,3815.5,572.2,203.05,389.55,546.4,52.86,115.2,55.71,3782.5"
"08/02/2022,56.65,3758,572.6,204.45,392.4,546.3,53.3,116.66,54.65,3803.5"
"09/02/2022,57.2,3749.5,572.6,200.6,405.9,545,51.38,113.6,54.76,3815"
"10/02/2022,58.6,3764,576.4,205,408.65,556.9,52.59,115.58,54.52,3858.5"
"11/02/2022,58.04,3746,585.6,206.2,399,563.5,52.5,117.22,55.21,3876.5"
"14/02/2022,57.54,3780,591.6,208,410.3,560.8,53.09,119.86,54.38,3828.5"
"15/02/2022,60.3,3740,597,208.65,410.7,561.7,53.4,122.72,53.47,3779"
"16/02/2022,60.84,3717.5,601.8,206.1,417.2,567.2,53.96,120.9,54.04,3914.5"
"17/02/2022,60.99,3632,600,195.56,400.65,558.2,51.71,117.7,53.63,3810"
"18/02/2022,59.86,3680.5,602.2,198.46,397.35,554.8,52.63,120.32,53.24,3835"
"22/02/2022,60.81,3605,598.2,196,403.75,548.3,51.93,121.72,52.67,3818"
"23/02/2022,60.54,3616,594.4,192.64,397.9,540.1,51.29,118.02,52.63,3799.5"
"24/02/2022,58.13,3658.5,597.4,191.16,391.4,544.4,51.22,117.06,51.59,3857.5"
"25/02/2022,60.58,3636,591.8,191.44,388.4,546.8,50.92,114.72,54.21,3850"
"28/02/2022,60.88,3666,593,190.16,386.5,547,51.31,118.02,52.39,3793"
"01/03/2022,61.34,3680,600.8,195.98,382.9,547.8,52.2,117.7,51.77,3844"
"02/03/2022,62,3525,631.8,179.4,365.35,513.7,46.54,102.38,54.62,3634"
"03/03/2022,60.07,3721,653,188.9,378.5,538,49.68,106.08,51.35,3739"
"04/03/2022,57.47,3725,719.6,182.88,363.55,514.6,48.44,103.5,49.39,3746.5"
"07/03/2022,56.5,3658.5,746.2,173.22,357.1,495.4,45.78,92,51.56,3685"
"08/03/2022,57.69,3640,724,176.96,374.4,507.8,46.08,98.23,52.94,3646.5"
"09/03/2022,60.43,3600,694,168.94,358.45,495.45,45.15,95,51.71,3563.5"
"10/03/2022,60.9,3509,691.6,156.8,348.15,467.65,43.03,90.23,51.69,3410.5"
"11/03/2022,60.3,3348.5,740.8,151.62,361.5,466.05,41.25,88.21,50.93,3328"
"14/03/2022,60.39,3343,754.4,null,380,470.35,41.96,91.38,49.96,3336.5"
"15/03/2022,61.37,3542,722.6,161.8,371.55,489,45.38,94.38,50.35,3434"
"16/03/2022,61.96,3375,734.2,157.78,null,475.5,44.59,91.73,50.23,3364.5"
"17/03/2022,63.67,3372.5,733,161.1,360.4,479.65,45.47,93.51,51.87,3391.5"
"18/03/2022,63.23,3453.5,723.6,170,356.5,489.5,47.74,93.78,51.16,3423"
"21/03/2022,63.48,3455.5,732.4,168.16,361,479.65,47.4,92.27,53.44,3381.5"
"22/03/2022,63.66,3592.5,706,175.16,360.65,494.35,48.61,94.38,53.07,3411.5"
"23/03/2022,64.32,3692.5,723.4,171.72,368.05,500.6,48,94.18,54.74,3439.5"
"24/03/2022,66.02,3740,722.8,170.58,360.4,501,49.14,93.18,55.02,3420.5"
"25/03/2022,65.13,3712.5,731.2,168.5,375,500.8,48.63,93.1,55.59,3405.5"
"28/03/2022,65.38,3742.5,736.8,172.86,371.3,516.6,50.24,94.79,53.98,3439.5"
"29/03/2022,65.95,3746,735,170,387.9,509.7,49.51,92.06,53.45,3385"
"30/03/2022,67.12,3747.5,748.8,168.34,389.2,517.6,49.49,92.3,55.61,3370"
"31/03/2022,66.34,3817,755,167.3,391.7,516.8,48.75,110.14,54.93,3386.5"
"01/04/2022,66.81,3822,731.6,160.48,380.9,518.7,48.78,98.38,55.72,3427.5"
"04/04/2022,66.67,3883,713,156.44,371.35,527,50,102.38,55.82,3530"
"05/04/2022,67.05,3900,730.6,151.44,382.75,526.6,48.12,103.06,54.91,3548"
"06/04/2022,69.07,3863.5,717.4,148.3,375.35,525.4,47.06,101.1,55.3,3455"
"07/04/2022,71.01,3870,713.8,147.04,378.95,528.9,47.39,99.37,55.42,3508"
"08/04/2022,71.14,3905.5,727.2,146.3,377.6,525.1,46.89,100.36,56.09,3520"
"11/04/2022,70.63,3979.5,740.8,147,382.9,527.7,46.31,98.66,55.32,3536.5"
"12/04/2022,68.61,4011,734.8,143.34,380.85,524.2,45.19,96.46,55.99,3497.5"
"13/04/2022,68.97,3994,734.8,140.58,377.4,521.4,44.33,94.75,57.04,3503"
"14/04/2022,69.05,4020.5,743.6,144.6,391.5,530,44.58,94.28,57.11,3537.5"
"18/04/2022,68.61,4002.5,765,144.94,386.65,533.3,45.08,95,57.33,3490.5"
"19/04/2022,68.28,3965.5,771.6,143.26,395.95,519.3,44.12,89.79,58.09,3432"
"20/04/2022,68.85,3930.5,760.2,144.26,397.35,518.2,44.14,90.03,57.87,3436.5"
"21/04/2022,67.39,3963.5,765.4,145.86,399.45,522.4,44.98,93.43,56.71,3429"
"22/04/2022,65.86,3867.5,760,145.7,401.05,525.6,45.37,95.5,55.49,3421.5"
"25/04/2022,65.96,3873.5,764.6,148.88,401.15,538,46.33,93.42,53.78,3468.5"
"26/04/2022,65.06,3921,741.2,150.06,403.15,536.9,46.92,96.6,53.05,3515"
"27/04/2022,66.19,3897,745,146.7,393.15,523.3,46.11,91.57,53.8,3541"
"28/04/2022,67.22,3939,732.2,144.18,368.85,501.6,45.4,86.83,54.97,3606.5"
"29/04/2022,66.4,3972,727,142.98,379.45,473.85,45.88,84.11,53.43,3642"
"02/05/2022,66.43,3966.5,725,141.92,378.4,486.3,45.77,82.38,53.73,3577.5"
"03/05/2022,67.17,3989.5,731.6,146.3,388.05,494.05,46.31,83.31,55.64,3675"
"04/05/2022,66.75,4018.5,740,148.2,391.55,501.3,45.88,83.29,56.97,3719"
"05/05/2022,64.95,3996,766.6,151,414.25,512.8,46.18,84.2,56.94,3658.5"
"06/05/2022,64.36,3924.5,765.6,150.56,415.9,515.4,45.65,83.22,57.7,3622"
"09/05/2022,62.58,3948,760,149.82,418.9,508,44.03,81.74,54.35,3630"
"10/05/2022,63.64,3783.5,756,148.64,426.65,502,43.37,80.31,54.94,3597"
"11/05/2022,61.43,3727.5,744.2,145.98,404.8,492.7,42.35,78.5,55.87,3636"
"12/05/2022,61.45,3714,745.8,143.64,404.95,495.7,42.59,78.25,55.22,3700.5"
"13/05/2022,63.14,3759.5,744.8,147.3,419.9,499.45,43.12,80.5,56.7,3690.5"
"16/05/2022,64.49,3710,731.4,145.94,400.15,483.4,42.96,81.38,58.06,3688.5"
"17/05/2022,65.64,3823.5,741.2,150.36,414.7,501.4,43.88,83.85,58.54,3747"
"18/05/2022,63.32,3867,753.6,151.7,418.35,498.55,43.67,80.68,58.42,3732.5"
"19/05/2022,64.54,3836,758,155.86,421.25,502.4,43.8,81.21,58.55,3666"
"20/05/2022,66.21,3761,755.2,155.2,null,495.5,43.8,84.78,58.34,3626"
"23/05/2022,66.41,3570,747.8,153.28,412.7,485.9,43.43,83.03,60.01,3451.5"
"24/05/2022,66.65,3598,748.6,152.72,417.2,490.75,43.6,83.31,59.94,3516.5"
"25/05/2022,66.81,3652.5,763,157.74,428.8,501,44.51,83.14,60.36,3539"
"26/05/2022,66.7,3628.5,769.4,162.78,423.6,518.9,44.01,80.08,60.12,3541"
"27/05/2022,67.4,3633,764.8,163.88,427.85,521.3,44.29,83.52,60.02,3493"
"31/05/2022,66.48,3638.5,771,167.68,435.25,525.3,45.33,86.44,59.22,3488"
"01/06/2022,66.12,3643.5,766.8,170.38,430.65,532.4,45.24,86.91,59.73,3475.5"
"02/06/2022,66.97,3668.5,761.6,171.22,433.5,528.6,45.14,88.99,59.24,3495.5"
"03/06/2022,65.7,3675,756,169.06,434.25,533,44.89,86.69,59.66,3825"
"06/06/2022,63.52,3622,778.2,167.8,431.3,529.6,45.13,88.73,60.12,3705"
"07/06/2022,65.58,3704.5,794.2,171.36,440.45,533.5,45.6,92.92,61.55,3718"
"08/06/2022,64.72,3655.5,793.8,169,446.5,529.3,45.59,91.86,61.29,3696"
"09/06/2022,62.7,3600,792.6,168.56,451.4,520.2,45.94,92.39,59.53,3677.5"
"10/06/2022,61.79,3598.5,777.4,165.92,448.3,511.8,44.79,91.69,57.98,3638"
"13/06/2022,60.01,3535.5,771.2,159.8,437.45,499.1,43.7,87.99,55.92,3639.5"
"14/06/2022,59.26,3520.5,765,156.08,426.3,502.9,42.83,86.17,54.94,3628.5"
"15/06/2022,60.57,3448,774.8,156.76,434.95,520.4,43.37,87.92,54.96,3609.5"
"16/06/2022,60.86,3506.5,763.6,160.76,427.4,530.6,44.06,90.69,52.4,3627"
"17/06/2022,61.09,3430,757.6,153.64,404.4,511.6,42.24,87.09,49.93,3553.5"
"21/06/2022,62.83,3497.5,754.4,155.92,379.45,508.7,42.26,87.71,52.45,3593"
"22/06/2022,63.55,3537.5,758,160.12,391.5,537.5,43.74,91.5,50.83,3601"
"23/06/2022,64.45,3528.5,762,160.42,395.35,538.8,43.45,90.83,49.17,3603.5"
"24/06/2022,66.9,3550.5,760,161.34,383.3,533.6,43.84,86.11,50.91,3609.5"
"27/06/2022,66.51,3535.5,764,154.08,375.65,526.6,42.31,81.85,51.84,3626.5"
"28/06/2022,65.93,3658.5,783,158.94,386.5,537.3,43.4,80.94,53.15,3737"
