"Date,AZN,DGE,BAE,BARC,BP,HSBC,LLOYDS,RR,SHEL,ULVR"
"29/06/2022,67.02,3655.5,798.6,158.64,391.6,538.6,43.31,81.81,52.6,3734"
"30/06/2022,66.07,3680,826.6,160.02,397.05,545.8,43.44,87.14,52.29,3742"
"01/07/2022,65.95,3574.5,827,156.76,397.7,552.1,43.01,84.2,51.9,3758.5"
"05/07/2022,65.51,3530.5,830.2,153.12,388.3,535.6,42.31,82.95,48.6,3721"
"06/07/2022,66.49,3507.5,838.4,153.2,384.5,534.4,42.41,86.08,48.01,3800"
"07/07/2022,66.92,3495,836,155.52,401.45,539.7,42.67,86.54,48.95,3802.5"
"08/07/2022,66.98,3507,804.6,147.48,373.3,523.1,41.36,79.12,49.05,3802"
"11/07/2022,66.74,3611,817.8,146.86,368.65,518.7,41.29,82.12,48.34,3871"
"12/07/2022,66.72,3518.5,816.4,151.02,385.25,535.6,42.29,85.26,47.69,3825.5"
"13/07/2022,66.3,3537.5,809.8,151.96,386.55,525.8,42.2,87.13,47.78,3836"
"14/07/2022,65.08,3567.5,812,151,384.6,527.7,42.01,86.74,46.14,3852"
"15/07/2022,67.36,3597.5,820.4,152.14,377.05,529.8,42.42,88.78,47.47,3890.5"
"18/07/2022,66.37,3621.5,809.6,149.22,377.2,527.2,41.92,88.58,48.56,3874"
"19/07/2022,68.16,3601.5,797,145.54,363.95,512.4,41.02,85.32,49.53,3880.5"
"20/07/2022,65.79,3664.5,792.6,150.3,373.1,513.9,41.9,89.79,49.3,3908"
"21/07/2022,65.36,3656,810,154.22,382.35,519.8,42.78,92.19,48.98,3865"
"22/07/2022,65.25,3675,811.2,158.22,385.6,523.4,44.07,93.85,48.79,3943"
"25/07/2022,66.16,3667.5,803.2,157.64,388.5,517.8,43.45,92.03,50.19,3893"
"26/07/2022,66.72,3707,783.2,158.96,383.9,523.4,43.33,92.35,50.06,3889"
"27/07/2022,67.49,3720,780,157.84,383.3,515.2,43.23,92.6,51.42,3911.5"
"28/07/2022,66.72,3722,780.8,160.72,386.7,526.5,43.81,91.95,51.49,3916.5"
"29/07/2022,66.23,3727,787,156.88,388.55,524.5,43.53,87.69,53.38,4032"
"01/08/2022,65.65,3766,782,157.66,393.15,524.2,45.32,87.37,52.36,3995.5"
"02/08/2022,65.26,3865,779.4,150.34,389.4,513.4,44.42,86.44,52.72,3970"
"03/08/2022,65.32,3882,770,157.18,400,513.7,45.24,89.27,52.36,4003.5"
"04/08/2022,66.29,3905.5,787,159.8,392.35,545.2,45.06,89.04,51.09,3989"
"05/08/2022,66.03,3855.5,802.2,160.02,403.35,534.4,45.4,87.8,51.89,3996"
"08/08/2022,65.12,3870.5,796.8,163.32,410.7,543.4,45.83,90.79,51.97,4015"
"09/08/2022,65.89,3883,793.8,162.48,408,540.8,45.1,82.65,52.52,3988.5"
"10/08/2022,66.3,3846,792.2,164,411.15,541.9,44.91,83,53.13,3971"
"11/08/2022,64.65,3872.5,791.6,166,416.3,545.5,45.24,86.7,53.93,4002"
"12/08/2022,66.64,3866.5,798.8,165.86,422.55,553.5,44.99,84.66,54.29,3993.5"
"15/08/2022,66.81,3862,789.6,169.76,421.25,545,45.47,85.55,53.03,3948.5"
"16/08/2022,66.74,3832.5,790.4,168.98,427.55,548.9,45.61,84.76,52.74,3921"
"17/08/2022,66.42,3833.5,778,171.6,430.55,550.5,45.65,85.01,52.91,3905.5"
"18/08/2022,66.5,3866,781.8,171.56,425.5,547,45.87,85.75,53.69,3932.5"
"19/08/2022,67.17,3848,799.4,170.5,426.5,549.8,45.73,85.9,52.86,3921.5"
"22/08/2022,67.24,3888.5,799.6,168.68,430.9,545.1,45.79,83.5,52.85,3940.5"
"23/08/2022,66.43,3902.5,798.2,168.5,442,540.7,45.72,83.6,55.05,3938"
"24/08/2022,67.64,3960,803,165.28,447.8,536.8,44.82,81.26,54.44,4004"
"25/08/2022,68.26,3931,808.4,163.08,449,538.2,44.51,80.4,54.74,4006"
"26/08/2022,66.32,3873,797,163.6,459.4,531.3,44.37,80.13,54.88,3941.5"
"29/08/2022,65.83,3893.5,807.2,162.62,452.95,521.2,44.12,80.31,55.66,3991"
"30/08/2022,63.38,3853,809.8,164.16,459.45,522.5,44.32,80.53,54.4,3967"
"31/08/2022,62.38,3825.5,813,162.1,457.8,523,43.67,78.48,52.98,3935"
"01/09/2022,61.79,3791.5,790,164.7,449.25,529.5,43.75,78.2,52.4,3943.5"
"02/09/2022,60.69,3764,776.2,164.5,441.5,528.8,43.88,77,53.23,3925.5"
"06/09/2022,60.41,3734,761,161.4,441.2,520.8,42.7,71.31,52.8,3879"
"07/09/2022,59.82,3780,764.4,168.64,453.7,534.9,43.72,75.07,52.19,3906"
"08/09/2022,60.32,3737.5,787.4,166.5,463.35,536.8,43.45,74.12,52.16,3880"
"09/09/2022,60.85,3761.5,783.2,167.88,452.7,533.7,45.23,76.71,53.65,3917"
"12/09/2022,61.75,3754.5,778.8,164.1,441.25,523,44.67,76.75,53.97,3925.5"
"13/09/2022,58.99,3770.5,787.4,166.26,443.05,525.5,45.23,78.28,53.17,3911.5"
"14/09/2022,58.72,3797,784.4,168.84,450.8,525,45.98,78.44,54.21,3953"
"15/09/2022,58.14,3835.5,790.6,173.96,457.85,536,46.96,80.67,53.1,4020.5"
"16/09/2022,58.05,3804,794,171.94,461.55,529.6,46.47,78.27,52.54,4017.5"
"19/09/2022,57.99,3763.5,771.4,169.9,462.3,518.9,46.21,75.16,52.49,3965.5"
"20/09/2022,57.4,3763.5,774.8,172.24,456.55,529.7,47.62,76.86,52.85,3969.5"
"21/09/2022,56.44,3745,764.8,171.14,452.05,529.6,47.81,75.77,52.33,3944"
"22/09/2022,56.31,3753.5,771.8,170.92,452.5,534.1,49,75.82,52.34,3977.5"
"23/09/2022,54.58,3801,805,167.8,455.55,524.9,null,74.32,48.11,4052.5"
"26/09/2022,53.02,3759,810,166.26,458.25,515,47.96,73.27,46.8,4054.5"
"27/09/2022,53.24,3771,795.8,161.86,433.1,510,46.22,71.88,48.07,4026.5"
"28/09/2022,54.69,3849.75,813.14,157.6,430.1,499.6,44.7,72.67,49.61,4075.62"
"29/09/2022,54.91,3857.5,801.6,155.84,431.1,495.7,43.29,69.23,50.08,4078.5"
"30/09/2022,54.84,3823,808.8,151.08,435.9,483.45,41.86,66.7,49.76,4065"
"03/10/2022,55.55,3782,825,144.66,432.05,467,40.72,68.26,52.33,4080.5"
"04/10/2022,57.04,3797.5,789.8,144.3,433.1,467.3,41.39,69.59,53.68,3969"
"05/10/2022,56.73,3707.5,799,145.08,442.7,461.4,41.78,69.77,54.02,3876.5"
"06/10/2022,54.91,3791.5,814.6,150.74,454.5,481.95,43.12,74.47,51.67,3963"
"07/10/2022,55.4,3781.5,821.4,147.62,460.2,472.4,42.86,73.92,51.97,3947.5"
"10/10/2022,54.21,3728.5,818.6,144.8,460.35,471.3,42.53,71.29,51.16,3932"
"11/10/2022,55.3,3733.5,846.2,143.48,469.1,467,42.68,70.6,50.18,3927.5"
"12/10/2022,55.07,3646,837.6,143.24,462.45,462.75,42.19,68.89,50.32,3910"
"13/10/2022,55.53,3661.5,834.2,140.16,452.6,454.5,41.49,69.49,52.19,3945.5"
"14/10/2022,54.97,3697.5,822.6,135.68,449.35,449.05,39.09,66.24,50.53,3933"
"17/10/2022,56.18,3615.5,819.6,142.54,458.25,459.25,41.77,70.01,51.41,3838"
"18/10/2022,55.97,3667,790.8,142.82,455.05,458.8,42.45,70.05,51.44,3882"
"19/10/2022,54.51,3669,790.4,145.4,449.45,471.25,42.67,71.57,51.74,3858.5"
"20/10/2022,54.35,3680,798.8,147.5,445.25,465.75,42.61,74.28,52.02,3893.5"
"21/10/2022,54.97,3661.5,809.6,144.3,455.25,474,40.61,74,52.99,3899.5"
"24/10/2022,55.18,3609,809.4,145.34,460.95,472.9,42.04,73.15,52.94,3909.5"
"25/10/2022,55.9,3580,813,145.04,464.45,477.85,41.38,73.58,52.81,3943.5"
"26/10/2022,57.96,3608.5,813,148.94,470,475.1,42.54,73.5,53.31,3921.5"
"27/10/2022,57.61,3629.5,805.4,150.22,465.6,442.65,42.97,73.69,56.01,3926.5"
"28/10/2022,58.71,3581.5,815,149.82,466,443.95,42.55,74.47,56.18,3869"
"31/10/2022,58.81,3522,806.2,150.26,481.9,450.15,42.78,76.34,55.63,3865"
"01/11/2022,59.85,3554,814.4,146.44,472.95,442.2,41.27,76.99,55.84,3918"
"02/11/2022,59.7,3598,814.4,147.76,479.8,447.3,42.02,78.15,54.91,3974.5"
"03/11/2022,59.93,3611,820.6,150.34,486.45,458.55,42.21,81.5,55.73,3947.5"
"04/11/2022,60.99,3602.5,819,150.1,484.35,456.8,41.78,83.06,57.06,3949"
"07/11/2022,61.1,3595,823.4,149.52,493.5,463.15,42.23,80.16,56.86,3995.5"
"08/11/2022,61.33,3688,798.8,153.52,499.95,490,42.75,85.11,56.21,4053.5"
"09/11/2022,61.05,3645,788.6,152.6,501.8,479.4,42.01,86.35,53.11,4032"
"10/11/2022,65.09,3634,786.8,154.18,485.7,478.65,42.85,88.44,53.88,4056.5"
"11/11/2022,62.77,3624.5,800.6,154.4,482.1,476.7,42.56,88.62,55.77,4070"
"14/11/2022,63.91,3722.5,777,157,470.75,474.15,43.3,85.96,54.66,4043"
"15/11/2022,63.95,3619,714,158.22,478.4,470.2,43.51,89.31,56.28,3939.5"
"16/11/2022,63.8,3659,726.2,157.62,480.5,480.3,43.61,91.6,55.82,4032.5"
"17/11/2022,64.06,3614,738.6,157.22,477.05,480,43.72,91.11,56.69,4033.5"
"18/11/2022,65.07,3645.5,769.8,154.4,481.35,475.5,43.13,87.22,55.94,4064.5"
"21/11/2022,65.43,3652.5,774.4,156.66,478.65,481.2,44.42,86.6,54.69,4058"
"22/11/2022,66,3674,770.2,158.22,476.05,478.9,45.47,85.49,56.82,4040.5"
"23/11/2022,66.12,3726,782,157.94,458.15,483.5,45.51,84.81,56.83,4112.5"
"25/11/2022,66.17,3745.5,798.2,157.92,488,486.85,45.57,85.29,56.82,4116.5"
"28/11/2022,66.21,3757,798,158.28,483.1,489.2,45.49,88.41,56.49,4110.5"
"29/11/2022,66.08,3749,797.8,159.42,483.55,489.5,45.94,91.05,57.62,4120"
"30/11/2022,67.97,3762.5,806.8,159.06,488.35,491.95,46.31,90.85,58.47,4113.5"
"01/12/2022,68.34,3786,811.6,158.18,483.55,488.6,45.81,88.62,58.05,4155"
"02/12/2022,68.47,3768,810.4,161,492.05,510.3,46.33,89.12,57.72,4124.5"
"05/12/2022,68.42,3808,822.6,161.24,497.5,509.7,46.9,90.92,57.4,4144"
"06/12/2022,68.56,3846,815,158.28,489.45,497.9,46.13,86.93,56.68,4179.5"
"07/12/2022,68.85,3847,813.2,156.82,480.9,498.5,46.65,90.25,56.35,4178"
"08/12/2022,69.17,3821.5,816,156.28,483.5,500,46.38,90.59,56.59,4179"
"09/12/2022,69.55,3827,826,158.76,474.65,498.65,46.42,93.49,55.61,4186"
"12/12/2022,69.28,3819,823.2,157.44,464,493.85,46.24,90.53,56.36,4161"
"13/12/2022,69.58,3776,831.4,156.8,463.95,495.3,45.9,91.39,57.38,4161"
"14/12/2022,70.44,3743,825.6,159.48,461.95,496.2,46.44,94.05,56.76,4125.5"
"15/12/2022,69.74,3728.5,831,158.14,462.1,496.35,45.78,92.84,56.15,4122"
"16/12/2022,67.94,3759.5,821,161.78,471.05,500.1,46.37,90.61,54.96,4105.5"
"19/12/2022,67.47,3764.5,834.2,160.26,469.55,497.7,46.15,90.29,55.52,4150.5"
"20/12/2022,67.72,3675.5,837.4,155.2,465.85,492.65,45.47,89.13,56.13,4137"
"21/12/2022,67.9,3624,840.8,154.42,455.4,492.25,45.18,87.33,57.6,4141"
"22/12/2022,68.08,3636,843.8,155.38,466.6,495.75,45,88.84,56.74,4173.5"
"23/12/2022,67.98,3629.5,851.2,155.74,467.45,502.8,45.52,88.43,57.78,4156.5"
"27/12/2022,67.93,3693,860.4,158.08,480,511.3,46.24,91.12,57.87,4225"
"28/12/2022,67.56,3663,861.6,157.14,477.9,512.3,46.1,91.1,56.56,4213"
"29/12/2022,68.1,3647.5,855,157.74,478.9,510.3,46.03,91.68,56.67,4214"
"30/12/2022,67.8,3668.5,867,158.88,480.4,518,46.24,92.64,56.95,4205.5"
"03/01/2023,69.33,3668,862,159.34,480.75,518.8,46.22,92.45,55.98,4202"
"04/01/2023,69.5,3650,856,158.52,474.9,515.7,45.41,93.2,55.43,4182"
"05/01/2023,69.81,3612.5,862.2,163.6,483.35,529.9,47.13,98.91,55.48,4193.5"
"06/01/2023,70.8,3658.5,850,168.08,465.85,543.5,47.45,101.4,57.25,4227"
"09/01/2023,70.9,3652.5,847.6,172.42,471.75,565.3,48.31,102.66,58.07,4201"
"10/01/2023,71.6,3646.5,857.8,172.1,477.05,568.6,48.01,102.9,58.37,4201.5"
"11/01/2023,70.45,3635,835.2,172.62,479.3,563.2,48.25,103.76,58.93,4195"
"12/01/2023,70.08,3631.5,839.4,171.6,475.1,564.1,48.04,101.02,59.62,4198"
"13/01/2023,71.08,3668.5,825,173.54,478.55,569.6,48.08,102.58,59.61,4190.5"
"17/01/2023,70.74,3642,833.2,177.08,485,581.8,48.75,104,59.4,4185"
"18/01/2023,70.89,3679.5,832.8,180.74,484.35,591.2,49.62,108.76,58.39,4215.5"
"19/01/2023,70.49,3701.5,831.6,182.5,481,596.1,49.75,107.16,59.13,4230"
"20/01/2023,69.15,3766.5,838.4,180.94,484.65,591.2,49.5,108.54,58.9,4165.5"
"23/01/2023,67.61,3667.5,837.4,182.1,486.2,590.7,49.47,108.26,58.63,4095"
"24/01/2023,66.28,3692,843.4,177.38,474.7,585.5,48.81,105.08,57.99,4091.5"
"25/01/2023,66.63,3679.5,853.2,178.42,475.85,592.6,49.28,106.6,57.84,4089.5"
"26/01/2023,65.99,3705.5,852,179.88,480.8,592.1,49.81,108.2,58.52,4105.5"
"27/01/2023,65.53,3688,859,179.76,475.25,594.8,50.13,111.4,58.51,4099.5"
"30/01/2023,65.84,3675,845,181.72,null,598.5,50.95,111.72,58.41,4060.5"
"31/01/2023,65.37,3472,857.6,185.04,484.2,603.9,52.5,113.48,58.81,4043.5"
"01/02/2023,63.56,3422,851.4,185.78,489.3,600.5,52.59,110.2,58.32,4021"
"02/02/2023,63.15,3410.5,855.8,186.66,492.05,602,52.98,109.12,57.63,4072"
"03/02/2023,63.44,3520,856.8,185.84,488.85,596.4,52.58,105.74,58.3,4108.5"
"06/02/2023,63.52,3545.5,854,186.48,492.45,601.3,52.98,105.18,57.85,4133"
"07/02/2023,64.29,3546.5,830,188.4,478.8,591,53.49,108.74,59.61,4102"
"08/02/2023,64.36,3578.5,845.2,188.64,486.05,596.7,53.33,109.08,59.47,4171"
"09/02/2023,67.42,3561.5,839.2,186.54,478.35,596,52.83,108.08,59.79,4163.5"
"10/02/2023,68.88,3505.5,837,188.84,516.4,605,53.45,107.96,61.76,4104"
"13/02/2023,69.71,3514,839.2,189.72,533.2,612.4,53.65,109.22,61.83,4099.5"
"14/02/2023,70.34,3506.5,843.2,189.6,545.7,615.8,53.97,108.72,62.58,4109"
"15/02/2023,69.69,3486.5,849.8,185.72,560,610.6,53.29,107.48,62.46,4132.5"
"16/02/2023,67.95,3537.5,863.6,186.32,557.4,613.7,53.07,109.46,61.9,4262"
"17/02/2023,68.97,3520,865.4,187.32,560.1,609.2,53.79,108.36,60.66,4266.5"
"21/02/2023,69.59,3551,878.6,172.6,559.7,612.3,52.38,112,60.07,4267.5"
"22/02/2023,68.85,3593.5,888,174.66,567.6,618.4,52.94,113.8,58.95,4231"
"23/02/2023,67.4,3560.5,893.8,173.5,559.9,621.1,50.91,112.46,60.26,4235.5"
"24/02/2023,66.37,3569,889.4,175.88,558.2,620.7,51.54,111.8,60.63,4210.5"
"27/02/2023,66.8,3578.5,906.8,171.42,550.3,647.5,50.97,109.98,61.2,4238.5"
"28/02/2023,65.18,3610.5,902,172.82,539.4,636.1,51.26,107.62,60.77,4266.5"
"01/03/2023,65.21,3587.5,901.8,172.6,547,630.1,52,133.1,61.94,4193.5"
"02/03/2023,65.1,3605.5,917.8,170.58,550.2,635.7,51.66,136.04,62.42,4191.5"
"03/03/2023,65.2,3598.5,912.6,172.64,558.2,631.8,51.79,145,62.3,4194"
"06/03/2023,64.56,3529,898,174.64,550.5,635.6,52.62,144.94,62.57,4136"
"07/03/2023,64.29,3520.5,904.6,174.42,null,640.3,51.96,148.42,61.6,4137.5"
"08/03/2023,64.12,3578.5,919.6,171.76,561.2,619,51.34,148.16,61.37,4188.5"
"09/03/2023,64.1,3576.5,908,171.48,555.3,618.3,51.79,149.64,60.66,4145.5"
"10/03/2023,64.19,3547.5,912.6,172.34,559.4,617.8,51.77,152.78,60.36,4107"
"13/03/2023,65.18,3550.5,911.4,168.92,558.5,624.3,51.35,153.18,59.1,4120.5"
"14/03/2023,65.09,3542.5,915.2,168.88,558.4,630.7,51.6,156.86,59.4,4124"
"15/03/2023,64.58,3538.5,935.2,163.42,557,621.1,51.46,158.04,55.55,4112"
"16/03/2023,65.98,3500.5,929.8,157.42,549.2,592.6,49.78,150.1,54.64,4069"
"17/03/2023,65.61,3464.5,908,147.48,522.5,568.1,47.22,145,53.95,4056"
"20/03/2023,66.74,3483.5,938,152.06,530.8,577,48.24,155.2,55.24,4073"
"21/03/2023,66.99,3449.5,911.6,138.24,486.8,548.4,46.01,144.14,57.12,4040.5"
"22/03/2023,66.57,3534.5,916.8,142.38,482.45,558.1,47.47,146.3,56.85,4087"
"23/03/2023,67.26,3475,905.6,139.56,479.95,542.1,46.25,140.3,55.97,4047.5"
"24/03/2023,67.91,3520.5,932.4,136.36,487,541.7,46.11,140.98,54.57,4082.5"
"27/03/2023,68.73,3548.5,946.4,143.14,503.4,554,48.16,150,55.84,4130"
"28/03/2023,68.6,3604,958,142.66,504.4,564.6,47.76,149.22,56.17,4202.5"
"29/03/2023,68.64,3563,975,139.78,498.7,548.2,46.85,147.34,57.12,4172.5"
"30/03/2023,69.2,3599,973,133.9,486.3,534,45.72,143.54,57.94,4197"
"31/03/2023,69.41,3583,981.4,137,496.4,541.1,46.32,144.34,57.54,4220.5"
"03/04/2023,69.91,3551,988,137.18,507.8,541.1,46.4,145.34,60.51,4213"
"04/04/2023,70.25,3559,986.4,142.02,510.5,554,47.13,148,59.5,4207"
"05/04/2023,72.05,3581,975.2,144.82,513.2,555.3,47.77,150.2,59.87,4192.5"
"06/04/2023,72.34,3614,982.6,145.8,510.8,549.7,47.67,149.02,60.57,4190"
"10/04/2023,72.07,3609.5,990.4,148.26,532.7,556.4,48.24,149.65,60.8,4232.5"
"11/04/2023,72.18,3612,990.4,146.5,527.2,551.2,48.11,145.5,60.78,4223.5"
"12/04/2023,73.76,3669,995,147.72,533.7,554.2,48.43,143.75,61.38,4288.5"
"13/04/2023,74.77,3684.5,1012,151.62,531.9,562.9,49.02,147.95,62.07,4307.5"
"14/04/2023,73.86,3659,1013.5,152.54,537,562.4,49.43,147.15,62.06,4297"
"17/04/2023,73.63,3676,1026,153.06,539.6,561.6,49.88,147.6,61.49,4292"
"18/04/2023,75.02,3684,1017,152.94,538.7,567.3,48.51,149.15,61.91,4316"
"19/04/2023,74.84,3678,1016,157.88,541,584.3,48.94,149.75,61.5,4310"
"20/04/2023,74.53,3684,1027,154.28,543.8,578.1,48.45,151,61.65,4357"
"21/04/2023,75.6,3647,1027,154.96,544.5,574.6,48.83,155.85,61.46,4334.5"
"24/04/2023,75.81,3675,1020,155.4,535.4,573.4,49.26,155.35,62,4341.5"
"25/04/2023,75.66,3699,1020.5,154.46,530.7,575.1,49.01,155,60.71,4362"
"26/04/2023,73.65,3760.5,1018,153.24,530,573.7,48.86,154.35,60.49,4392"
"27/04/2023,73.78,3743.5,1022,154.2,533.9,573.3,48.91,153.6,60.68,4388"
"28/04/2023,73.22,3777,1032,151.46,529.3,566.3,48.23,152.9,61.98,4416"
"01/05/2023,73.5,3724.5,1008,153.86,533.1,571.7,48.6,151.95,61.38,4371.5"
"02/05/2023,73.7,3715,1014.5,162.04,523.6,575.4,48.82,152,59.25,4431.5"
"03/05/2023,74.59,3622,1014,159.88,534.4,573.8,48.2,152.15,58.52,4436.5"
"04/05/2023,74.38,3631,1015,154.94,488.35,593.9,47.68,150.5,59.34,4443.5"
"05/05/2023,75.27,3664.5,1019.5,153.26,487.1,593.2,45.98,151.9,61.13,4437.5"
"08/05/2023,75.33,3684.5,993.2,148.24,476.5,584,45.36,149.2,60.86,4406"
"09/05/2023,75.08,3670.5,990.2,153.24,492.3,599.8,45.81,151.15,60.84,4399"
"10/05/2023,74.87,3631.5,991.8,153.58,488.55,599.3,46.13,151.65,61,4368.5"
"11/05/2023,74.73,3584,993.8,153.22,487.1,601.1,46.17,156.3,60.34,4292.5"
"12/05/2023,74.73,3619.5,982,153.48,477.7,593.6,45.88,145.9,60.36,4339.5"
"15/05/2023,74.99,3534.5,988,153.9,483,599.7,45.56,148.3,60.92,4353.5"
"16/05/2023,75.28,3538,980.8,155.02,481.7,611,46.27,145.1,59.91,4334"
"17/05/2023,74.7,3553.5,985.2,154.4,475.95,605.7,45.7,148.15,60.79,4343"
"18/05/2023,74.21,3500,986.4,155.96,478.35,603,46.29,152.85,60.06,4315"
"19/05/2023,74.79,3535,992,158.06,480.55,612.9,46.51,155.55,60.42,4265"
"22/05/2023,74.45,3548,985.6,159.42,481.4,610.8,46.72,156,60.03,4271"
"23/05/2023,74.07,3542.5,988,160.08,481.65,617.2,46.94,157.3,60.36,4229"
"24/05/2023,72.4,3538.5,963.6,163.44,488.3,617.8,47.59,153.2,59.54,4216"
"25/05/2023,71.79,3491.5,950.8,158.66,486.5,600.2,46.76,146.85,58.39,4172"
"26/05/2023,72.52,3475,947.4,156.98,474.95,606.4,45.83,148.8,58.78,4167.5"
"30/05/2023,71.43,3498,950.4,157.32,476.9,610.8,45.51,149.05,57.49,4169"
"31/05/2023,73.08,3402.5,942.4,155.8,466.6,600.1,45.22,144.4,56,4045"
"01/06/2023,72.84,3347,928.2,151.34,453.3,590.5,44.17,143.3,57.09,4029"
"02/06/2023,72.59,3344.5,944.8,152.62,461.5,593.8,44.67,146.4,58.26,4018"
"05/06/2023,73.2,3372.5,942.4,156.76,474.35,602.7,45.45,150,57.71,4056.5"
"06/06/2023,73.4,3332,934.8,155.78,472.95,606.1,44.73,147.3,57.7,4071"
"07/06/2023,73.31,3351,940,158.2,471.25,610.8,45.17,148.05,58.2,4044.5"
"08/06/2023,74.25,3333.5,930.6,158.24,473.75,616.1,45.51,150.15,58.84,4025"
"09/06/2023,74.06,3326,938.8,157.6,472.65,611,45.33,149.45,58.43,3999.5"
"12/06/2023,73.85,3320.5,940,156.34,468.9,607.5,45.26,149.25,57.82,3970"
"13/06/2023,74.13,3346.5,948.8,155.24,462.6,605.3,44.97,150.15,58.39,3996"
"14/06/2023,72.77,3356.5,953.8,156.76,464.85,609.6,45.29,150.9,59.36,3965.5"
"15/06/2023,74.62,3375.5,950.4,157.44,461.15,610.8,45.29,150.75,60.68,3967.5"
"16/06/2023,75.22,3359,956,153.8,459.7,609.4,44.96,150.05,60.35,4021"
"20/06/2023,73.95,3354.5,968.4,153.94,459.6,611.8,45.04,151.2,60.33,4059.5"
"21/06/2023,73.38,3305,950.4,153.46,461.4,615,45.04,153.8,60.75,4034"
"22/06/2023,73.95,3306.5,957.8,154.32,453.95,615.2,44.81,157,60.09,4055"
"23/06/2023,72.12,3305.5,960.6,151.46,464,618.1,43.74,157.55,59.6,4070"
"26/06/2023,71.73,3330.5,942.4,146.96,460,606.7,42.91,156.05,60.2,4057"
"27/06/2023,71.67,3305,937.8,145.22,454.65,602.2,42.32,154.65,59.94,4090"
"28/06/2023,70.96,3288,918.4,144.92,459,604.1,41.96,154.8,59.64,4060"
"29/06/2023,70.85,3296.5,918.4,146.32,452.7,610.3,42.5,155.45,59.85,4071.5"
"30/06/2023,71.57,3328,924.6,148.34,455.2,613.3,42.65,155.8,60.38,4091.5"
"03/07/2023,65.25,3330.5,920.2,151.32,454.8,618.8,42.77,148.7,60.86,4085"
"05/07/2023,67.06,3379,927,153.38,458.35,621.7,43.59,151.05,59.86,4097.5"
"06/07/2023,65.41,3390,918,155.62,470.8,627.6,44.22,153.6,58.53,4115.5"
"07/07/2023,64.85,3398,909,152.56,470.25,624.7,43.88,152.25,59.65,4083.5"
"10/07/2023,65.19,3369,910.8,150.04,459.8,621.9,43.83,151,59.92,4077.5"
"11/07/2023,64.86,3317,898.2,146.7,449.95,610.4,43.3,145.2,60.87,4039"
"12/07/2023,66.47,3270,888.2,148.72,453.55,609.9,43.1,148.5,61.79,3990.5"
"13/07/2023,67.71,3270,897,148.72,454.55,606.9,43.04,147.9,62.11,3996"
"14/07/2023,67.38,3289.5,901.4,149.86,460.25,600.9,43.37,145.65,60.68,3960.5"
"17/07/2023,67.05,3311,912.2,154.8,466.75,615.8,44.53,148.45,60.81,3983.5"
"18/07/2023,66.77,3333,913,155.7,465.65,614.2,44.72,149.3,61.04,3974"
"19/07/2023,67.55,3360,917.8,155.1,456.45,613.1,44.36,145.9,61.73,3992.5"
"20/07/2023,68.56,3347.5,918.2,156.06,452.4,617.9,44.84,146.15,62.6,4019.5"
"21/07/2023,69.34,3353.5,915.6,159.38,458.55,623.7,45.69,146.4,62.97,4015.5"
"24/07/2023,68.92,3447,926,164.28,469.55,628.8,46.7,150.95,63.38,4085"
"25/07/2023,69.2,3400,934.2,164.36,472.25,640,46.33,154.4,63.03,4052"
"26/07/2023,69.38,3437.5,927.4,163.26,475.8,642,45.86,155.8,62.62,4082"
"27/07/2023,68.14,3439.5,919.6,164.36,483.7,642.7,46.04,156.7,60.8,4018.5"
"28/07/2023,71.33,3457,916.2,163.52,481,644.3,46.1,152.65,60.94,4193"
"31/07/2023,71.7,3399.5,920.2,164.06,478.6,644.1,45.33,185,61.63,4184"
"01/08/2023,71.45,3430.5,921.4,155.4,479.7,642.3,45.05,189.6,61.02,4180.5"
"02/08/2023,70.47,3433.5,928.2,155.74,475.4,646.8,45.13,193.3,59.92,4223.5"
"03/08/2023,69.67,3397.5,931.4,154.96,483,646.3,44.94,184.85,60.59,4191"
"04/08/2023,69.4,3408,933.4,151.42,481.75,654.9,44.34,185.25,61.15,4201.5"
"07/08/2023,69.93,3384.5,992.8,146.46,473.6,636.9,43.26,183.9,61.44,4181.5"
"08/08/2023,70.48,3332,1000,149.16,477.85,639.2,42.92,192.2,61.68,4121.5"
"09/08/2023,71.28,3331.5,1009,150.74,486.45,636.4,43.14,206.5,62.52,4090.5"
"10/08/2023,70.34,3313.5,1023,150.82,483.1,644.1,43.17,209.5,62.32,4090.5"
"11/08/2023,70.37,3314.5,1026.5,147.08,480,634.6,42.69,207.9,62.42,4087.5"
"14/08/2023,70.84,3339.5,1028,148.9,492.65,636,42.78,209.1,61.56,4111.5"
"15/08/2023,69.51,3406.5,1022,148,490.9,632,43,207.8,60.93,4140.5"
"16/08/2023,69.71,3355.5,1016.5,146.6,486.4,624.8,42.95,207.7,60.68,4082.5"
"17/08/2023,69.12,3379,1018,145.88,481.75,621.5,42.84,209,60.99,4096"
"18/08/2023,68.46,3331.5,1015,143.54,473.95,600.3,42.47,205.5,61.2,4049"
"21/08/2023,68.88,3308.5,1002.5,145,472.95,589.8,42.09,204.2,61.42,4036.5"
"22/08/2023,68.77,3258,955.8,145.42,474.5,592.4,42.42,202.4,60.93,4016"
"23/08/2023,69.1,3260,963.4,144.24,473.45,583.9,42.24,201.2,60.73,3980"
"24/08/2023,67.89,3266.5,960.6,143.66,478.3,583.3,42.09,201.9,60.46,3969"
